timestamp,maquina_id,turno,pecas_produzidas,pecas_refugadas,consumo_kwh,status,taxa_refugo,produziu_algo,custo_energia_estimado,mes,dia_semana
2024-11-23 03:36:35.961210,1,Noite,1072,14,15.24,Operando,0.013059701492537313,1,12.192,11,5
2024-11-23 04:36:35.961210,1,Noite,1014,20,14.189,Operando,0.01972386587771203,1,11.3512,11,5
2024-11-23 05:36:35.961210,1,Noite,1098,18,14.79,Operando,0.01639344262295082,1,11.832,11,5
2024-11-23 06:36:35.961210,1,Manhã,1208,10,16.643,Operando,0.008278145695364239,1,13.314400000000001,11,5
2024-11-23 07:36:35.961210,1,Manhã,1219,15,17.281,Operando,0.012305168170631665,1,13.8248,11,5
2024-11-23 08:36:35.961210,1,Manhã,1177,27,15.502,Operando,0.022939677145284623,1,12.401600000000002,11,5
2024-11-23 09:36:35.961210,1,Manhã,1148,19,15.669,Operando,0.016550522648083623,1,12.535200000000001,11,5
2024-11-23 10:36:35.961210,1,Manhã,1147,20,16.13,Operando,0.017436791630340016,1,12.904,11,5
2024-11-23 11:36:35.961210,1,Manhã,1147,20,15.356,Operando,0.017436791630340016,1,12.2848,11,5
2024-11-23 12:36:35.961210,1,Manhã,1141,22,15.959,Operando,0.019281332164767746,1,12.7672,11,5
2024-11-23 13:36:35.961210,1,Manhã,1124,27,14.956,Operando,0.02402135231316726,1,11.9648,11,5
2024-11-23 14:36:35.961210,1,Tarde,1193,5,16.058,Operando,0.004191114836546521,1,12.846400000000001,11,5
2024-11-23 15:36:35.961210,1,Tarde,1151,15,15.247,Operando,0.013032145960034752,1,12.197600000000001,11,5
2024-11-23 16:36:35.961210,1,Tarde,1185,17,16.59,Operando,0.014345991561181435,1,13.272,11,5
2024-11-23 17:36:35.961210,1,Tarde,1133,6,15.62,Operando,0.00529567519858782,1,12.496,11,5
2024-11-23 18:36:35.961210,1,Tarde,1132,10,14.971,Operando,0.0088339222614841,1,11.9768,11,5
2024-11-23 19:36:35.961210,1,Tarde,1241,34,16.593,Operando,0.0273972602739726,1,13.2744,11,5
2024-11-23 20:36:35.961210,1,Tarde,1132,25,16.153,Operando,0.022084805653710248,1,12.9224,11,5
2024-11-23 21:36:35.961210,1,Tarde,1229,7,17.351,Operando,0.005695687550854353,1,13.8808,11,5
2024-11-23 22:36:35.961210,1,Noite,1027,14,14.761,Operando,0.013631937682570594,1,11.8088,11,5
2024-11-23 23:36:35.961210,1,Noite,1087,15,14.954,Operando,0.013799448022079117,1,11.9632,11,5
2024-11-24 00:36:35.961210,1,Noite,0,0,1.774,Parada/Manutencao,0.0,0,1.4192,11,6
2024-11-24 01:36:35.961210,1,Noite,0,0,1.742,Parada/Manutencao,0.0,0,1.3936000000000002,11,6
2024-11-24 02:36:35.961210,1,Noite,0,0,1.721,Parada/Manutencao,0.0,0,1.3768000000000002,11,6
2024-11-24 03:36:35.961210,1,Noite,0,0,1.832,Parada/Manutencao,0.0,0,1.4656000000000002,11,6
2024-11-24 04:36:35.961210,1,Noite,0,0,1.899,Parada/Manutencao,0.0,0,1.5192,11,6
2024-11-24 05:36:35.961210,1,Noite,0,0,1.758,Parada/Manutencao,0.0,0,1.4064,11,6
2024-11-24 06:36:35.961210,1,Manhã,0,0,1.954,Parada/Manutencao,0.0,0,1.5632000000000001,11,6
2024-11-24 07:36:35.961210,1,Manhã,0,0,1.747,Parada/Manutencao,0.0,0,1.3976000000000002,11,6
2024-11-24 08:36:35.961210,1,Manhã,0,0,1.656,Parada/Manutencao,0.0,0,1.3248,11,6
2024-11-24 09:36:35.961210,1,Manhã,0,0,1.904,Parada/Manutencao,0.0,0,1.5232,11,6
2024-11-24 10:36:35.961210,1,Manhã,0,0,1.877,Parada/Manutencao,0.0,0,1.5016,11,6
2024-11-24 11:36:35.961210,1,Manhã,0,0,1.687,Parada/Manutencao,0.0,0,1.3496000000000001,11,6
2024-11-24 12:36:35.961210,1,Manhã,0,0,1.786,Parada/Manutencao,0.0,0,1.4288,11,6
2024-11-24 13:36:35.961210,1,Manhã,0,0,1.969,Parada/Manutencao,0.0,0,1.5752000000000002,11,6
2024-11-24 14:36:35.961210,1,Tarde,0,0,1.898,Parada/Manutencao,0.0,0,1.5184,11,6
2024-11-24 15:36:35.961210,1,Tarde,0,0,1.724,Parada/Manutencao,0.0,0,1.3792,11,6
2024-11-24 16:36:35.961210,1,Tarde,0,0,1.861,Parada/Manutencao,0.0,0,1.4888000000000001,11,6
2024-11-24 17:36:35.961210,1,Tarde,0,0,1.829,Parada/Manutencao,0.0,0,1.4632,11,6
2024-11-24 18:36:35.961210,1,Tarde,0,0,1.919,Parada/Manutencao,0.0,0,1.5352000000000001,11,6
2024-11-24 19:36:35.961210,1,Tarde,0,0,1.618,Parada/Manutencao,0.0,0,1.2944000000000002,11,6
2024-11-24 20:36:35.961210,1,Tarde,0,0,1.886,Parada/Manutencao,0.0,0,1.5088,11,6
2024-11-24 21:36:35.961210,1,Tarde,0,0,1.608,Parada/Manutencao,0.0,0,1.2864000000000002,11,6
2024-11-24 22:36:35.961210,1,Noite,0,0,1.828,Parada/Manutencao,0.0,0,1.4624000000000001,11,6
2024-11-24 23:36:35.961210,1,Noite,0,0,1.865,Parada/Manutencao,0.0,0,1.492,11,6
2024-11-25 00:36:35.961210,1,Noite,1020,24,14.584,Operando,0.023529411764705882,1,11.667200000000001,11,0
2024-11-25 01:36:35.961210,1,Noite,1100,25,14.746,Operando,0.022727272727272728,1,11.796800000000001,11,0
2024-11-25 02:36:35.961210,1,Noite,1014,4,14.402,Operando,0.0039447731755424065,1,11.5216,11,0
2024-11-25 03:36:35.961210,1,Noite,1109,18,15.315,Operando,0.016230838593327322,1,12.252,11,0
2024-11-25 04:36:35.961210,1,Noite,1106,27,15.625,Operando,0.024412296564195298,1,12.5,11,0
2024-11-25 05:36:35.961210,1,Noite,1097,7,14.824,Operando,0.006381039197812215,1,11.859200000000001,11,0
2024-11-25 06:36:35.961210,1,Manhã,1172,23,15.814,Operando,0.01962457337883959,1,12.651200000000001,11,0
2024-11-25 07:36:35.961210,1,Manhã,1153,9,16.151,Operando,0.007805724197745013,1,12.9208,11,0
2024-11-25 08:36:35.961210,1,Manhã,1129,14,15.982,Operando,0.012400354295837024,1,12.7856,11,0
2024-11-25 09:36:35.961210,1,Manhã,1219,9,15.956,Operando,0.007383100902378999,1,12.764800000000001,11,0
2024-11-25 10:36:35.961210,1,Manhã,1167,25,15.848,Operando,0.021422450728363324,1,12.678400000000002,11,0
2024-11-25 11:36:35.961210,1,Manhã,1187,30,16.397,Operando,0.02527379949452401,1,13.1176,11,0
2024-11-25 12:36:35.961210,1,Manhã,1195,8,16.3,Operando,0.0066945606694560665,1,13.040000000000001,11,0
2024-11-25 13:36:35.961210,1,Manhã,1180,16,16.452,Operando,0.013559322033898305,1,13.161600000000002,11,0
2024-11-25 14:36:35.961210,1,Tarde,1183,5,15.72,Operando,0.00422654268808115,1,12.576,11,0
2024-11-25 15:36:35.961210,1,Tarde,1238,28,16.856,Operando,0.022617124394184167,1,13.484800000000002,11,0
2024-11-25 16:36:35.961210,1,Tarde,1187,4,16.856,Operando,0.003369839932603201,1,13.484800000000002,11,0
2024-11-25 17:36:35.961210,1,Tarde,1154,28,15.599,Operando,0.024263431542461005,1,12.4792,11,0
2024-11-25 18:36:35.961210,1,Tarde,1173,25,16.426,Operando,0.021312872975277068,1,13.140799999999999,11,0
2024-11-25 19:36:35.961210,1,Tarde,1129,18,14.982,Operando,0.015943312666076175,1,11.9856,11,0
2024-11-25 20:36:35.961210,1,Tarde,1167,32,15.46,Operando,0.027420736932305057,1,12.368000000000002,11,0
2024-11-25 21:36:35.961210,1,Tarde,1155,27,16.205,Operando,0.023376623376623377,1,12.963999999999999,11,0
2024-11-25 22:36:35.961210,1,Noite,1062,28,14.716,Operando,0.026365348399246705,1,11.7728,11,0
2024-11-25 23:36:35.961210,1,Noite,1087,15,15.341,Operando,0.013799448022079117,1,12.2728,11,0
2024-11-26 00:36:35.961210,1,Noite,1054,6,14.513,Operando,0.0056925996204933585,1,11.6104,11,1
2024-11-26 01:36:35.961210,1,Noite,1051,11,13.982,Operando,0.010466222645099905,1,11.1856,11,1
2024-11-26 02:36:35.961210,1,Noite,1109,4,15.212,Operando,0.0036068530207394047,1,12.1696,11,1
2024-11-26 03:36:35.961210,1,Noite,1015,9,14.019,Operando,0.008866995073891626,1,11.215200000000001,11,1
2024-11-26 04:36:35.961210,1,Noite,1108,27,14.926,Operando,0.024368231046931407,1,11.940800000000001,11,1
2024-11-26 05:36:35.961210,1,Noite,1063,11,14.709,Operando,0.010348071495766699,1,11.7672,11,1
2024-11-26 06:36:35.961210,1,Manhã,1215,8,17.018,Operando,0.006584362139917695,1,13.614400000000002,11,1
2024-11-26 07:36:35.961210,1,Manhã,1230,5,16.95,Operando,0.0040650406504065045,1,13.56,11,1
2024-11-26 08:36:35.961210,1,Manhã,1188,30,16.587,Operando,0.025252525252525252,1,13.2696,11,1
2024-11-26 09:36:35.961210,1,Manhã,1172,25,16.717,Operando,0.021331058020477817,1,13.3736,11,1
2024-11-26 10:36:35.961210,1,Manhã,1168,22,16.715,Operando,0.018835616438356163,1,13.372,11,1
2024-11-26 11:36:35.961210,1,Manhã,0,0,1.951,Parada/Manutencao,0.0,0,1.5608000000000002,11,1
2024-11-26 12:36:35.961210,1,Manhã,1234,4,16.32,Operando,0.0032414910858995136,1,13.056000000000001,11,1
2024-11-26 13:36:35.961210,1,Manhã,1201,5,16.428,Operando,0.004163197335553705,1,13.142400000000002,11,1
2024-11-26 14:36:35.961210,1,Tarde,1171,7,15.652,Operando,0.005977796754910333,1,12.5216,11,1
2024-11-26 15:36:35.961210,1,Tarde,1233,18,17.389,Operando,0.014598540145985401,1,13.911200000000001,11,1
2024-11-26 16:36:35.961210,1,Tarde,1236,7,16.169,Operando,0.0056634304207119745,1,12.935200000000002,11,1
2024-11-26 17:36:35.961210,1,Tarde,1237,29,16.196,Operando,0.023443815683104285,1,12.956800000000001,11,1
2024-11-26 18:36:35.961210,1,Tarde,1139,32,15.154,Operando,0.028094820017559263,1,12.1232,11,1
2024-11-26 19:36:35.961210,1,Tarde,1132,4,16.142,Operando,0.0035335689045936395,1,12.9136,11,1
2024-11-26 20:36:35.961210,1,Tarde,1233,29,16.934,Operando,0.023519870235198703,1,13.547200000000002,11,1
2024-11-26 21:36:35.961210,1,Tarde,1173,22,16.499,Operando,0.01875532821824382,1,13.1992,11,1
2024-11-26 22:36:35.961210,1,Noite,1055,11,14.634,Operando,0.01042654028436019,1,11.7072,11,1
2024-11-26 23:36:35.961210,1,Noite,1115,30,15.694,Operando,0.026905829596412557,1,12.555200000000001,11,1
2024-11-27 00:36:35.961210,1,Noite,1054,9,14.295,Operando,0.008538899430740038,1,11.436,11,2
2024-11-27 01:36:35.961210,1,Noite,1064,14,14.187,Operando,0.013157894736842105,1,11.3496,11,2
2024-11-27 02:36:35.961210,1,Noite,1045,21,13.954,Operando,0.020095693779904306,1,11.163200000000002,11,2
2024-11-27 03:36:35.961210,1,Noite,1084,20,14.901,Operando,0.01845018450184502,1,11.9208,11,2
2024-11-27 04:36:35.961210,1,Noite,1087,25,15.511,Operando,0.022999080036798528,1,12.4088,11,2
2024-11-27 05:36:35.961210,1,Noite,1059,12,14.999,Operando,0.0113314447592068,1,11.999200000000002,11,2
2024-11-27 06:36:35.961210,1,Manhã,1142,18,15.132,Operando,0.01576182136602452,1,12.1056,11,2
2024-11-27 07:36:35.961210,1,Manhã,1222,29,17.188,Operando,0.023731587561374796,1,13.750399999999999,11,2
2024-11-27 08:36:35.961210,1,Manhã,1232,15,17.155,Operando,0.012175324675324676,1,13.724000000000002,11,2
2024-11-27 09:36:35.961210,1,Manhã,1167,3,15.361,Operando,0.002570694087403599,1,12.288800000000002,11,2
2024-11-27 10:36:35.961210,1,Manhã,1199,15,16.865,Operando,0.012510425354462052,1,13.491999999999999,11,2
2024-11-27 11:36:35.961210,1,Manhã,1127,4,14.96,Operando,0.00354924578527063,1,11.968000000000002,11,2
2024-11-27 12:36:35.961210,1,Manhã,1179,35,16.758,Operando,0.029686174724342665,1,13.4064,11,2
2024-11-27 13:36:35.961210,1,Manhã,1192,5,16.919,Operando,0.0041946308724832215,1,13.535200000000001,11,2
2024-11-27 14:36:35.961210,1,Tarde,1165,8,15.872,Operando,0.0068669527896995704,1,12.697600000000001,11,2
2024-11-27 15:36:35.961210,1,Tarde,1157,8,15.958,Operando,0.006914433880726016,1,12.7664,11,2
2024-11-27 16:36:35.961210,1,Tarde,1142,17,15.808,Operando,0.0148861646234676,1,12.6464,11,2
2024-11-27 17:36:35.961210,1,Tarde,1145,18,15.8,Operando,0.01572052401746725,1,12.64,11,2
